,Intrinsic,Extrinsic
NDC1,0.695775181,0.304224819
DGKG,0.429897101,0.570102899
FLYWCH1,1,3.69E-10
UNKL,0.999999999,1.05E-09
TBXAS1,0.573546178,0.426453822
PARP12,0.879342612,0.120657388
ALDH18A1,0.999998587,1.41E-06
TARBP1,1,1.00E-24
GATB,0.999991576,8.42E-06
MXD1,0.683563522,0.316436478
CDK17,0.463197537,0.536802463
DNAJC25,0.987191137,0.012808863
SLC2A3,0.282762849,0.717237151
PSD,1,7.83E-12
CTDP1,0.999999069,9.31E-07
YBX3,0.814699724,0.185300276
STYK1,1,6.05E-14
WNK1,0.905048279,0.094951721
RPS17P5,2.24E-09,0.999999998
CCAR1,0.661676217,0.338323783
OGFR,0.98005888,0.01994112
GNA15,0.999176356,0.000823644
CREB3L3,3.54E-14,1
PIGV,1,2.07E-17
PTPRU,0.647869779,0.352130221
SNRNP40,0.980589351,0.019410649
RIMBP2,0.999934374,6.56E-05
COL11A1,1,8.41E-26
QSER1,0.966226858,0.033773142
MPC1,0.548981298,0.451018702
ACAA1,0.999983697,1.63E-05
BCAT1,0.997796534,0.002203466
HDAC7,0.958572965,0.041427035
LZTS1,1,1.18E-11
PRDM6,1,4.61E-21
WNT8A,0.000605402,0.999394598
SPAG4,0.975668187,0.024331813
NCKAP1,0.332645753,0.667354247
MRPS35,0.52014657,0.47985343
GUCY1B3,0.287254772,0.712745228
SFSWAP,1,3.82E-10
TNK2,0.999999991,8.80E-09
MON2,0.999998426,1.57E-06
CDH3,0.657074198,0.342925802
ARSF,0.975205463,0.024794537
GPBP1,0.45833629,0.54166371
DGAT2,0.318904462,0.681095538
ZNF112,0.999999557,4.43E-07
CS,0.995466366,0.004533634
LTK,1,9.91E-31
MRPS24,0.664730765,0.335269235
ELMO2,0.993381949,0.006618051
WAPL,0.864303706,0.135696294
VMP1,0.644600574,0.355399426
APPBP2,0.686353614,0.313646386
POLD1,0.77750103,0.22249897
SEZ6,0.000549568,0.999450432
EIF4B,0.927570999,0.072429001
SLC6A16,0.736519064,0.263480936
BICRA,0.999205455,0.000794545
SPHK2,0.999876539,0.000123461
RPL18,0.502537638,0.497462362
CA11,0.578539299,0.421460701
ISOC2,0.99718653,0.00281347
U2AF2,0.881830831,0.118169169
EPN1,0.995556342,0.004443658
MED29,0.792272782,0.207727218
AHRR,1,1.10E-11
GSC2,NA,NA
ZNF275,0.981476189,0.018523811
MTMR1,1,2.30E-13
GPC1,0.999999972,2.78E-08
ADCK1,0.999999999,1.50E-09
HAGH,0.92556376,0.07443624
RNF4,0.947553277,0.052446723
CASP8,0.977539258,0.022460742
LIMCH1,0.999981314,1.87E-05
INTS13,0.99930718,0.00069282
TM7SF3,0.355239231,0.644760769
DLX3,0.364285437,0.635714563
SPA17,0.999999986,1.40E-08
TSPAN32,0.816683694,0.183316306
WISP2,1,8.00E-39
DMRT3,0.002702974,0.997297026
ST3GAL6,0.313625845,0.686374155
ATP2C2,1,2.17E-20
NGFR,0.999236912,0.000763088
CDON,0.999999999,5.05E-10
TAF2,0.76662692,0.23337308
HIPK2,0.597300385,0.402699615
TNPO3,0.994900639,0.005099361
BORCS8-MEF2B,0.532227929,0.467772071
RFXANK,0.749352016,0.250647984
TMEM161A,1,5.82E-39
LPAR2,0.999733347,0.000266653
CTSA,0.29524637,0.70475363
SUGP2,1,2.04E-13
SLC12A2,0.764673691,0.235326309
SNX24,0.721097394,0.278902606
EYA2,0.999999931,6.86E-08
CNN2,0.636750894,0.363249106
ABCA7,1,2.04E-20
SNCAIP,0.952682702,0.047317298
DDX20,0.760983447,0.239016553
BTBD1,0.88832275,0.11167725
FAR2,0.31080961,0.68919039
BCAS1,1,8.37E-14
POU1F1,0.529296081,0.470703919
CHI3L2,0.999328587,0.000671413
SBNO2,0.990018151,0.009981849
PMS1,0.433943709,0.566056291
HMG20B,0.60608931,0.39391069
CALCRL,0.999999998,2.07E-09
TAF11,0.966045732,0.033954268
ANKS1A,0.999941785,5.82E-05
AP3D1,0.999737069,0.000262931
ZNF76,0.999980304,1.97E-05
SLC9A3R2,0.97676633,0.02323367
NTHL1,0.894582834,0.105417166
UHRF1BP1,0.772184849,0.227815151
GNAI3,0.768144131,0.231855869
IPO5,0.960421629,0.039578371
OAT,0.999446129,0.000553871
WDR3,0.984698219,0.015301781
PKN2,0.453674152,0.546325848
WDR18,0.970849158,0.029150842
TRAM2,0.999999646,3.54E-07
NTN1,1,5.71E-19
GLP2R,0.364285448,0.635714552
MCM10,0.162821992,0.837178008
DGKA,0.663145695,0.336854305
ERBB3,1,3.46E-34
ROPN1,1.69E-23,1
ANKRD44,0.999846748,0.000153252
KARS,0.762557321,0.237442679
ADAT1,0.999999247,7.53E-07
PDIA5,0.508067942,0.491932058
TBC1D22B,0.999946838,5.32E-05
NDUFB4,0.652000821,0.347999179
SPEN,0.999897441,0.000102559
MYLK,0.368121415,0.631878585
ZC3H15,0.983439677,0.016560323
MAP2K4,0.466725195,0.533274805
TMEM206,0.542678933,0.457321067
SNAP91,0.122607477,0.877392523
SLK,0.917246349,0.082753651
CYB5R4,0.995523058,0.004476942
COL17A1,0.9999997,3.00E-07
GSTO2,1,4.79E-12
SEC61A2,1,4.59E-34
PRKCQ,0.435373322,0.564626678
TLE2,0.99999964,3.60E-07
ASB1,0.991380651,0.008619349
FAM107B,0.696410195,0.303589805
ME1,0.197660002,0.802339998
TBC1D1,0.582595909,0.417404091
CDK13,0.998167276,0.001832724
MTHFD2,0.39508661,0.60491339
SLC9A7,1,3.33E-12
FOXJ2,0.92643482,0.07356518
YBX1,0.863624604,0.136375396
PDE4A,0.742680113,0.257319887
PPP2R5A,0.726119973,0.273880027
CTNNA2,0.398551729,0.601448271
ELAVL1,0.744503187,0.255496813
TIE1,0.805020145,0.194979855
DIP2B,0.896960005,0.103039995
SMARCD1,0.999757801,0.000242199
KDM4A,0.999968445,3.16E-05
NFYC,0.853885789,0.146114211
ZMYND12,0.074731601,0.925268399
SLC9A3,0.311207159,0.688792841
NGEF,0.999691312,0.000308688
ASPM,0.997363173,0.002636827
CD84,0.371605554,0.628394446
ELOVL1,0.796149664,0.203850336
SPI1,0.922530427,0.077469573
ZNRD1,0.605906651,0.394093349
MPPED2,0.254123198,0.745876802
CLDN18,0.74882725,0.25117275
ZBTB11,0.578300469,0.421699531
ATXN3,0.738182216,0.261817784
GOLGA5,0.877790632,0.122209368
FGFR2,0.577335351,0.422664649
LRRC40,0.951849259,0.048150741
ISOC1,0.630216202,0.369783798
EML1,0.86717781,0.13282219
TRMT11,0.635835259,0.364164741
THUMPD1,0.744669906,0.255330094
MSANTD3,0.343110202,0.656889798
KIF26A,0.999999582,4.18E-07
ATG2B,0.998736269,0.001263731
ARFGEF1,0.722152484,0.277847516
ACSM2B,1,7.00E-15
ZFAT,1,3.11E-30
MTFR1,0.995702935,0.004297065
STAG3,0.999999925,7.48E-08
FECH,0.721956706,0.278043294
MYO9A,0.999999805,1.95E-07
DDX3Y,0.999259773,0.000740227
PFKP,0.617512554,0.382487446
IDI1,0.964119093,0.035880907
SP100,0.964140805,0.035859195
KLF6,0.998077626,0.001922374
PLPP1,0.999904852,9.51E-05
NEO1,0.209607502,0.790392498
TRAM1,0.287756681,0.712243319
PHKA1,0.681875397,0.318124603
TNFRSF1A,0.818382075,0.181617925
CACNB1,0.563582506,0.436417494
EVI5,0.661938541,0.338061459
STOML1,1,1.91E-13
PKM,0.298813388,0.701186612
DHX29,0.618375352,0.381624648
DNTTIP2,0.995082499,0.004917501
METTL22,0.413615869,0.586384131
TP53BP1,0.999993365,6.64E-06
TRO,1,3.03E-25
RRP15,0.998551392,0.001448608
RHOA,0.577017575,0.422982425
DHX8,0.98243313,0.01756687
PMS2P4,0.987563762,0.012436238
PRKCZ,0.435268685,0.564731315
ZFY,0.999842212,0.000157788
IARS2,0.997508076,0.002491924
SYT1,1,8.57E-15
NAV3,0.063753604,0.936246396
IDH3G,0.56896754,0.43103246
ROGDI,0.998024804,0.001975196
PDZD4,0.918027074,0.081972926
ATP2B3,0.098964917,0.901035083
ROCK1,0.872986169,0.127013831
CBFB,0.815911521,0.184088479
PDK3,0.60549885,0.39450115
HYAL2,0.422045533,0.577954467
HDAC4,0.986214563,0.013785437
RASSF1,0.994194104,0.005805896
FGFR3,1,7.97E-20
IFI35,0.722076409,0.277923591
HEATR6,0.999556497,0.000443503
COASY,0.999738053,0.000261947
PLEKHH3,0.550335884,0.449664116
MEF2A,0.865204648,0.134795352
OTUD5,0.75693557,0.24306443
TFE3,0.859081681,0.140918319
TBC1D25,0.545604712,0.454395288
ACSL4,0.451104037,0.548895963
INPP5A,0.41401696,0.58598304
GPKOW,0.955000076,0.044999924
GRIPAP1,0.999616246,0.000383754
FTSJ1,0.926842172,0.073157828
PRR11,0.668458616,0.331541384
REEP1,0.058154037,0.941845963
ATP11A,0.999993965,6.04E-06
POLR1A,0.99986004,0.00013996
LAPTM4A,0.988209605,0.011790395
TTC7A,1,1.38E-12
IP6K2,0.986578318,0.013421682
STON1-GTF2A1L,0.1002826,0.8997174
SRBD1,0.902584263,0.097415737
KIF2A,0.143876224,0.856123776
RASGRP2,0.674633318,0.325366682
PSME4,0.829521876,0.170478124
IFT80,0.677506402,0.322493598
SIRT2,0.843865078,0.156134922
ERLEC1,0.966958138,0.033041862
PPP2R5B,0.45667183,0.54332817
PYGM,1,4.22E-14
PAGE1,0.08537426,0.91462574
PITX1,0.830729369,0.169270631
TRPC7,0.826267196,0.173732804
MAST4,0.463437494,0.536562506
ADGRF5,0.73541309,0.26458691
SDK2,1,1.37E-16
ADAM7,1,1.93E-133
NUP133,0.833058874,0.166941126
NUCKS1,0.659197693,0.340802307
VPS35,0.977681545,0.022318455
DNAJA2,0.872055942,0.127944058
BCL3,0.873824863,0.126175137
KCNAB2,0.999758128,0.000241872
ABCC9,1,1.92E-25
GAL,0.999999867,1.33E-07
CLEC2D,0.758577377,0.241422623
FUNDC1,0.276654071,0.723345929
MAOB,0.294186246,0.705813754
RORA,0.920858164,0.079141836
DRD4,1,3.02E-26
TGFBR3,0.958115868,0.041884132
KIAA1107,0.999998249,1.75E-06
PLA2G10,NA,NA
HES2,1,2.75E-43
ATP1B3,0.99995957,4.04E-05
NEDD4,0.452856554,0.547143446
PIGB,0.630555608,0.369444392
MAPK6,0.435051107,0.564948893
GNB5,0.391772461,0.608227539
RAB27A,0.692082689,0.307917311
HDHD5,0.997888922,0.002111078
UFD1,0.784084524,0.215915476
LRP6,0.682674763,0.317325237
GUCY2C,1,6.60E-28
SCT,1,5.59E-32
PHRF1,0.991514431,0.008485569
ELP1,0.999907011,9.30E-05
NUCB2,0.663986371,0.336013629
PFN2,0.899051149,0.100948851
PTPN3,0.988139768,0.011860232
SPTB,0.992956495,0.007043505
DAPP1,0.240660962,0.759339038
FGF10,0.195781815,0.804218185
SLC44A1,0.436279422,0.563720578
TMEM260,0.978936523,0.021063477
SMG6,0.998844349,0.001155651
EXOC5,0.654051242,0.345948758
CLTCL1,0.980146585,0.019853415
FGF22,0.135568496,0.864431504
FSTL3,0.991665024,0.008334976
DGCR2,0.911686,0.088314
RNF126,0.941793923,0.058206077
MNT,0.600614331,0.399385669
ZXDC,1,8.21E-16
JMJD6,0.734116144,0.265883856
POLB,0.964219547,0.035780453
ST6GALNAC1,0.999996823,3.18E-06
WIPI1,0.388192861,0.611807139
FRMPD1,1,5.55E-67
GBA2,0.999999999,7.53E-10
NDST1,0.708981448,0.291018552
ASNS,1,8.93E-13
AP3M2,0.9441049,0.0558951
CNGB1,1,1.24E-43
ST6GALNAC2,1,1.96E-12
CHAT,0.911000793,0.088999207
PABPC1,0.78891364,0.21108636
TESK2,0.731821348,0.268178652
CFAP20,0.999997483,2.52E-06
CSNK2A2,0.938063375,0.061936625
PTPN21,0.999234945,0.000765055
EIF2B3,0.98419514,0.01580486
CAMK2A,0.315537138,0.684462862
TCOF1,0.999982271,1.77E-05
CDC42,0.369516465,0.630483535
OSBPL3,0.99926632,0.00073368
EPHA8,1,1.28E-18
SLC12A3,1,1.68E-35
RAD18,0.84279566,0.15720434
ATP2B1,0.98405872,0.01594128
TRPM5,1,6.73E-134
NCK2,0.405998733,0.594001267
MAP4K4,0.999965599,3.44E-05
MGAT4A,0.993715027,0.006284973
RPL31,0.525690445,0.474309555
WDR1,0.517223249,0.482776751
SNX13,0.639594471,0.360405529
MS4A12,NA,NA
ARHGAP10,0.176403749,0.823596251
RPS6KA2,0.999999585,4.15E-07
ING3,0.873102547,0.126897453
VASH1,0.999935348,6.47E-05
LMCD1,0.794990576,0.205009424
BUD23,0.977831065,0.022168935
SEL1L,0.953629188,0.046370812
TRIP13,3.44E-08,0.999999966
ATP6AP1,0.896670149,0.103329851
TCF3,0.999136625,0.000863375
TRIB2,0.971924138,0.028075862
DAZAP1,0.886938649,0.113061351
MBD3,0.99888636,0.00111364
PRLH,NA,NA
HLTF,0.973856878,0.026143122
FAM50A,0.909793952,0.090206048
FAM3A,0.980665942,0.019334058
CPSF1,0.999999994,6.45E-09
MYO3B,0.259126033,0.740873967
CYBRD1,0.858845506,0.141154494
CDH19,0.823863721,0.176136279
PDCD2,0.95783246,0.04216754
SLC6A15,1,8.08E-44
RDH11,0.270978811,0.729021189
PRKACA,0.665413067,0.334586933
ADGRL1,0.999999935,6.46E-08
SPP2,0.751398762,0.248601238
ACTN1,0.371516078,0.628483922
ZFYVE26,1,2.76E-16
RPS6KA6,0.051919667,0.948080333
EPN2,0.998118376,0.001881624
PTPN18,0.450160014,0.549839986
LIMS2,0.133025912,0.866974088
ASIC4,0.27449774,0.72550226
SPEG,0.739943717,0.260056283
LNX1,0.999999954,4.62E-08
ALDH3A2,0.997490074,0.002509926
TFRC,0.999023138,0.000976862
SREBF1,1,1.17E-16
TRPC5,0.815515147,0.184484853
AFF4,0.810324588,0.189675412
UBE2D1,0.965676508,0.034323492
MPP5,0.524651787,0.475348213
RHOBTB1,0.381242718,0.618757282
SMC1A,0.903375547,0.096624453
HSD17B10,0.770641037,0.229358963
MARK2,0.987952602,0.012047398
HMMR,0.83801778,0.16198222
CHFR,0.999910515,8.95E-05
TRHDE,0.403643684,0.596356316
P4HA2,0.414360526,0.585639474
FCGR2B,0.510166763,0.489833237
NFATC3,0.675787013,0.324212987
TRNT1,0.429966596,0.570033404
ACADVL,0.999999981,1.90E-08
STK10,0.992541083,0.007458917
FBXW11,0.6101122,0.3898878
ACAP1,0.999960213,3.98E-05
CRMP1,1,8.11E-26
EVC,1,2.40E-31
DERL2,0.580586867,0.419413133
SIDT1,0.996939735,0.003060265
NDE1,0.899375581,0.100624419
MRVI1,0.503071906,0.496928094
TMEM38A,0.077181224,0.922818776
AP1M1,0.967746942,0.032253058
PVR,0.999999008,9.92E-07
XRCC1,0.952893425,0.047106575
SCARB1,1,5.32E-30
CYP2W1,0.939188285,0.060811715
MCM2,0.999713447,0.000286553
MOV10L1,0.119019393,0.880980607
PANX2,1,4.78E-13
SELENOO,1,1.01E-12
TP63,0.858322589,0.141677411
ALPK1,0.99438295,0.00561705
LLGL2,0.998108436,0.001891564
PDE8A,0.951559301,0.048440699
CLCN4,0.424707146,0.575292854
NLE1,0.279324419,0.720675581
SDHA,0.630340693,0.369659307
SMARCE1,0.788702321,0.211297679
FNDC8,0.000336703,0.999663297
GSDMB,0.987160307,0.012839693
KDM5A,0.996828722,0.003171278
ADAM11,1,6.13E-52
PPP2R3A,1,2.91E-14
FERMT2,0.995183471,0.004816529
ABCB11,0.54150454,0.45849546
DHRS9,0.185892146,0.814107854
CD5L,0.617429124,0.382570876
PTGS2,0.986596616,0.013403384
IGF2BP2,0.604127002,0.395872998
MAP3K13,0.998195792,0.001804208
ST6GAL1,0.6331365,0.3668635
TBX21,0.686996729,0.313003271
VDAC1P1,1,4.00E-14
FRY,0.864546123,0.135453877
PICALM,0.555629136,0.444370864
NSF,0.990091677,0.009908323
GLI2,1,1.06E-77
CLASP1,0.893677667,0.106322333
MRPS34,0.92116695,0.07883305
NOTCH3,1,4.63E-24
CLNS1A,0.355209854,0.644790146
PPP2R2C,1,3.21E-14
TEAD2,0.160495007,0.839504993
EED,0.867818344,0.132181656
CDHR2,1,7.32E-28
SNCB,0.195781795,0.804218205
TSG101,0.98278508,0.01721492
NCBP3,0.999751434,0.000248566
ATP2A3,0.827535175,0.172464825
CA12,1,1.77E-43
MGLL,0.447049731,0.552950269
NTN4,0.847269724,0.152730276
BCS1L,0.653890271,0.346109729
NUAK1,0.996584479,0.003415521
DPP8,0.64808469,0.35191531
SLC24A1,0.998096752,0.001903248
ZNF532,0.925810789,0.074189211
SCARF1,0.713438916,0.286561084
LMAN1,0.999956039,4.40E-05
HACD3,0.607148306,0.392851694
IPCEF1,0.281037451,0.718962549
ZZEF1,0.972330196,0.027669804
NOX3,NA,NA
ENO1,0.760356803,0.239643197
SLC12A1,1,9.56E-44
MYDGF,0.904074692,0.095925308
ANO8,1,3.67E-15
TUBE1,0.574625667,0.425374333
ARHGEF10L,0.992264268,0.007735732
TXK,0.658900827,0.341099173
WSCD2,1,1.05E-43
KCNQ2,0.183151356,0.816848644
TACR2,0.999999982,1.79E-08
ACTR6,0.385400622,0.614599378
TIPIN,0.876669762,0.123330238
SRI,0.700392221,0.299607779
EIF4G3,0.264074096,0.735925904
NUP37,0.722464491,0.277535509
SEMA3A,1,6.03E-18
GTSE1,0.907388363,0.092611637
SEMA3C,1,1.54E-17
TTC38,0.828527451,0.171472549
ACAT1,0.824873337,0.175126663
GRAMD4,1,2.42E-13
CELSR1,0.999992139,7.86E-06
WNT8B,1,3.69E-115
ZNF638,0.969896278,0.030103722
SLC25A40,0.621581452,0.378418548
TIMM21,0.990253785,0.009746215
ADD2,0.997275551,0.002724449
FGF4,1,2.13E-25
RASAL2,0.57910655,0.42089345
VPS9D1,0.998905659,0.001094341
ZNF37A,0.997864936,0.002135064
MARK3,0.658792825,0.341207175
SLC25A3,0.742599904,0.257400096
FNDC3B,0.642862516,0.357137484
FOSL2,0.993214291,0.006785709
CACNG5,6.81E-21,1
CACNG4,0.930536616,0.069463384
FRYL,0.995342884,0.004657116
TMEM131,0.99999609,3.91E-06
FSCN1,0.999999995,5.08E-09
ACTB,0.41158707,0.58841293
MOCOS,0.645546092,0.354453908
PLD1,0.987845272,0.012154728
ATP12A,1.65E-24,1
WDR62,1,6.86E-19
DLG1,0.517406044,0.482593956
RAB7A,0.639987688,0.360012312
BCAP29,0.648882751,0.351117249
SEC31B,1,5.93E-22
SART3,0.989053877,0.010946123
ARHGAP15,0.739826354,0.260173646
TUBA3D,0.629022633,0.370977367
PAX2,0.732542736,0.267457264
EXOSC7,0.628230023,0.371769977
KIFAP3,0.301652621,0.698347379
MKRN2,0.87887542,0.12112458
MCM6,0.698718338,0.301281662
REXO2,0.732521087,0.267478913
RBM7,0.709266782,0.290733218
RBMS2,0.986037158,0.013962842
BAZ2A,0.999509367,0.000490633
PTPN23,0.999999483,5.17E-07
MLH1,0.576497454,0.423502546
UNG,0.678110783,0.321889217
FMO4,0.999995376,4.62E-06
KLHL20,0.999608678,0.000391322
RGS11,0.695559772,0.304440228
SLC46A1,1,2.37E-17
PLXNA2,0.562171155,0.437828845
SPAG5,1,2.18E-11
ANKRD13A,0.976467535,0.023532465
TPD52,0.871408668,0.128591332
ACACB,0.950389515,0.049610485
TRAF4,1,8.37E-17
PAG1,0.99999047,9.53E-06
GPATCH1,0.397508035,0.602491965
ICAM3,0.869573199,0.130426801
NT5C2,0.80744073,0.19255927
MCAM,0.234248632,0.765751368
GPC4,1,4.83E-27
MBNL3,0.664204427,0.335795573
CAMSAP3,0.103116335,0.896883665
RAP1GAP,0.668245985,0.331754015
XAB2,0.999795169,0.000204831
ARHGEF1,0.999638746,0.000361254
STXBP2,0.393680727,0.606319273
MAP2K7,0.997720836,0.002279164
NMRK2,0.944785611,0.055214389
DGKD,0.523709658,0.476290342
CTTNBP2,0.999195032,0.000804968
ACTL6B,0.967728207,0.032271793
RARB,0.999983537,1.65E-05
TOP2B,0.983040502,0.016959498
TM9SF3,0.868674091,0.131325909
NFKB2,0.969644515,0.030355485
UBE2T,1,6.30E-20
PPP1R12B,0.937857656,0.062142344
DNAJC10,0.999995878,4.12E-06
GTF3C1,0.999999495,5.05E-07
IL4R,0.784950449,0.215049551
USP33,0.419233823,0.580766177
PAK3,1,2.17E-31
CAPN6,0.972689022,0.027310978
DCX,0.405923185,0.594076815
SNRPA,0.898990663,0.101009337
SPAG6,0.155463207,0.844536793
EXOSC5,0.734132875,0.265867125
DYNC1I2,0.592586513,0.407413487
APBB1IP,0.996958403,0.003041597
LRCH4,0.999999593,4.07E-07
FAM76B,0.999948044,5.20E-05
SIRT6,0.388923951,0.611076049
TYR,0.889786981,0.110213019
POLD3,0.956073283,0.043926717
ACTN2,1,1.17E-43
CAPZB,0.554452327,0.445547673
GPR137B,0.29062085,0.70937915
NAALAD2,0.734083646,0.265916354
JADE1,0.986771326,0.013228674
SLC25A43,0.663812707,0.336187293
UBE2A,0.767985373,0.232014627
FGFR1,0.523940041,0.476059959
FKBP6,0.358919696,0.641080304
SMC1B,0.99446238,0.00553762
FBLN1,1,1.34E-31
ITGA8,0.70856484,0.29143516
CST7,0.200808513,0.799191487
MAP2,0.48840905,0.51159095
PIAS2,0.914099129,0.085900871
AMPH,1,6.12E-44
ARAF,0.835756095,0.164243905
MCCC1,0.86586495,0.13413505
LAMP3,0.965722679,0.034277321
FAP,1,3.47E-31
NEBL,0.99999895,1.05E-06
ACER3,0.418694351,0.581305649
UBE2K,0.353510888,0.646489112
PIK3C3,0.246568001,0.753431999
N4BP2,1,2.18E-14
TIGAR,0.789504779,0.210495221
TULP3,0.69489673,0.30510327
SYNJ2,0.540757403,0.459242597
ADCY2,1,5.97E-36
PPP2R5C,0.855949063,0.144050937
PMS2P1,0.517524738,0.482475262
RBFOX1,1,3.29E-77
GNB1,0.566935975,0.433064025
HOXA9,0.471888799,0.528111201
EDN1,1,3.44E-12
MLLT10,0.659119039,0.340880961
ZCWPW1,0.505480851,0.494519149
ADCYAP1R1,0.00118865,0.99881135
FGF20,0.471441239,0.528558761
P2RY10,0.791059158,0.208940842
ITM2A,0.248567699,0.751432301
NRDC,0.629957326,0.370042674
VDAC3,0.301591468,0.698408532
PCM1,0.999603478,0.000396522
TNRC6C,0.586825649,0.413174351
CBFA2T2,0.458159966,0.541840034
BRINP1,0.00099812,0.99900188
ITCH,0.981618123,0.018381877
PKD2L2,1,6.48E-26
TP53INP2,0.395348871,0.604651129
SDF4,0.911113582,0.088886418
MYH7B,0.62626995,0.37373005
BPIFB2,NA,NA
TP73,1,4.72E-27
TOLLIP,0.765681145,0.234318855
UBE2D4,0.969805589,0.030194411
CLUL1,0.769459961,0.230540039
RUNX1T1,0.793214703,0.206785297
CDH17,1,7.79E-25
THOC1,0.999994973,5.03E-06
FKBP7,1,2.47E-20
OSBPL6,0.335424466,0.664575534
SLC1A3,0.999990915,9.09E-06
XRCC5,0.990695518,0.009304482
LXN,0.439501864,0.560498136
SP140,0.968282055,0.031717945
MKNK1,0.951461281,0.048538719
TNS1,0.780003981,0.219996019
REXO1,0.998737054,0.001262946
SAR1A,0.834009627,0.165990373
CDC14A,0.82621982,0.17378018
RAPGEF3,0.930821738,0.069178262
CEACAM1,0.333251119,0.666748881
SENP1,0.477070065,0.522929935
DUSP13,0.025760544,0.974239456
CIC,0.982005657,0.017994343
LIPE,0.758621377,0.241378623
FDFT1,0.91801437,0.08198563
PAFAH1B3,0.097035746,0.902964254
OPHN1,0.207373171,0.792626829
AFM,1,4.84E-23
KIF22,0.753208982,0.246791018
SCGN,0.999994874,5.13E-06
CARMIL1,0.615939685,0.384060315
PGM1,0.634099011,0.365900989
DDX1,0.999311757,0.000688243
DNM2,0.999999689,3.11E-07
EPB41L2,0.994027083,0.005972917
RIMS1,0.971524488,0.028475512
MOXD1,1,7.22E-23
STX7,0.747946434,0.252053566
RABL2B,0.995825837,0.004174163
KEAP1,0.999872792,0.000127208
DDX43,0.504353708,0.495646292
PTPRH,1,1.62E-22
DCT,0.411917256,0.588082744
SLC35C2,1,5.51E-12
CRYBG3,1,7.37E-17
EPHA6,0.122573322,0.877426678
SCTR,0.364285429,0.635714571
RFX3,0.635977121,0.364022879
RIF1,0.947361936,0.052638064
RAB21,0.81196333,0.18803667
SLC4A4,0.637205914,0.362794086
SMARCA2,0.829115051,0.170884949
RDH8,0.359555514,0.640444486
SESN1,0.99995779,4.22E-05
MID2,0.744994028,0.255005972
PIH1D3,0.016900531,0.983099469
COL5A3,0.416174675,0.583825325
SRCAP,0.999999641,3.59E-07
PUM3,0.999893439,0.000106561
CPB2,0.85797795,0.14202205
CHRNA3,0.673849539,0.326150461
KCNN2,1,2.71E-21
CNOT4,0.912965226,0.087034774
PSEN1,0.577299678,0.422700322
CPOX,1,2.62E-10
CLDND1,0.630454375,0.369545625
MOK,0.631610662,0.368389338
HSP90AA1,0.903851542,0.096148458
RBL1,0.476780995,0.523219005
DLGAP4,0.952408361,0.047591639
IGSF9B,0.999699612,0.000300388
CFHR2,0.747048767,0.252951233
CROCCP3,0.959268254,0.040731746
NDC80,1,2.81E-10
AP4E1,0.809554883,0.190445117
RSBN1,0.948625387,0.051374613
MAGI3,0.719798117,0.280201883
CXCL2,0.999949389,5.06E-05
AFP,1.58E-06,0.99999842
COL4A4,1,3.52E-16
TCF7,0.57064536,0.42935464
OSTM1,0.533046767,0.466953233
CDH7,1,2.09E-58
IMPG2,0.215019495,0.784980505
PCNP,0.371418988,0.628581012
EXD2,0.999348535,0.000651465
ARG2,0.339150859,0.660849141
MEF2C,0.626999979,0.373000021
PTPRC,0.971183261,0.028816739
CACNA1S,0.85565123,0.14434877
PKP1,0.416870645,0.583129355
UBA5,0.999999429,5.71E-07
STK17B,0.959081674,0.040918326
CDC14B,0.323351227,0.676648773
ZNF510,0.997890674,0.002109326
LRP2,1,9.30E-32
ZNF506,0.980439211,0.019560789
JMJD4,0.997961257,0.002038743
DUSP12,0.597231649,0.402768351
AACS,1,3.44E-14
KIAA0141,0.999058003,0.000941997
SLC13A1,NA,NA
CADPS2,0.993822619,0.006177381
PCDHB4,0.443265737,0.556734263
PCDHA6,0.435333435,0.564666565
PCDHGA2,0.162765829,0.837234171
HSPB11,0.631193238,0.368806762
PHLPP1,0.985454307,0.014545693
ATP8B1,0.992242605,0.007757395
IL12RB2,0.760955903,0.239044097
SMARCD3,0.669822259,0.330177741
WDR70,0.999999784,2.16E-07
FYB1,0.491523883,0.508476117
MPP4,1,1.00E-25
STRADB,0.720222999,0.279777001
BZW1,0.753150079,0.246849921
